window_id,ai_anomaly_score,ai_alert_flag,alert_threshold_x,pipeline_run_id_x,network_anomaly_score,ids_alert_flag,predicted_attack_type,alert_threshold_y,pipeline_run_id_y,fused_score
66,0.783866,1,0.5,2025-05-13T11:42:07,0.231798,0,Normal,0.5,2025-05-13T11:42:07,0.5630388
67,0.204265,0,0.5,2025-05-13T11:42:07,0.311204,0,Normal,0.5,2025-05-13T11:42:07,0.2470406
68,0.338788,0,0.5,2025-05-13T11:42:07,0.938393,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.57863
69,0.324233,0,0.5,2025-05-13T11:42:07,0.098953,0,Normal,0.5,2025-05-13T11:42:07,0.234121
70,0.014944,0,0.5,2025-05-13T11:42:07,0.52645,1,DDoS,0.5,2025-05-13T11:42:07,0.21954639999999997
71,0.015345,0,0.5,2025-05-13T11:42:07,0.058221,0,Normal,0.5,2025-05-13T11:42:07,0.0324954
72,0.832463,1,0.5,2025-05-13T11:42:07,0.802504,1,DDoS,0.5,2025-05-13T11:42:07,0.8204794
73,0.320644,0,0.5,2025-05-13T11:42:07,0.870611,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.5406308
74,0.096375,0,0.5,2025-05-13T11:42:07,0.81333,1,DDoS,0.5,2025-05-13T11:42:07,0.383157
75,0.041053,0,0.5,2025-05-13T11:42:07,0.763688,1,Replay,0.5,2025-05-13T11:42:07,0.33010700000000004
76,0.068398,0,0.5,2025-05-13T11:42:07,0.062032,0,Normal,0.5,2025-05-13T11:42:07,0.0658516
77,0.798181,1,0.5,2025-05-13T11:42:07,0.788512,1,Malware,0.5,2025-05-13T11:42:07,0.7943134000000001
78,0.580777,1,0.5,2025-05-13T11:42:07,0.880515,1,Replay,0.5,2025-05-13T11:42:07,0.7006722000000001
79,0.671644,1,0.5,2025-05-13T11:42:07,0.027918,0,Normal,0.5,2025-05-13T11:42:07,0.4141536
80,0.713679,1,0.5,2025-05-13T11:42:07,0.155613,0,Normal,0.5,2025-05-13T11:42:07,0.49045259999999996
81,0.235075,0,0.5,2025-05-13T11:42:07,0.097592,0,Normal,0.5,2025-05-13T11:42:07,0.18008180000000001
82,0.718732,1,0.5,2025-05-13T11:42:07,0.096166,0,Normal,0.5,2025-05-13T11:42:07,0.4697056
83,0.164344,0,0.5,2025-05-13T11:42:07,0.698941,1,Replay,0.5,2025-05-13T11:42:07,0.3781828
84,0.625244,1,0.5,2025-05-13T11:42:07,0.051969,0,Normal,0.5,2025-05-13T11:42:07,0.395934
85,0.111749,0,0.5,2025-05-13T11:42:07,0.719686,1,Malware,0.5,2025-05-13T11:42:07,0.3549238
86,0.696805,1,0.5,2025-05-13T11:42:07,0.931384,1,DDoS,0.5,2025-05-13T11:42:07,0.7906366
87,0.798617,1,0.5,2025-05-13T11:42:07,0.69705,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7579902000000001
88,0.388447,0,0.5,2025-05-13T11:42:07,0.196395,0,Normal,0.5,2025-05-13T11:42:07,0.31162619999999996
89,0.938795,1,0.5,2025-05-13T11:42:07,0.813567,1,Malware,0.5,2025-05-13T11:42:07,0.8887038
90,0.068031,0,0.5,2025-05-13T11:42:07,0.863439,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.3861942
91,0.923656,1,0.5,2025-05-13T11:42:07,0.138426,0,Normal,0.5,2025-05-13T11:42:07,0.609564
92,0.323906,0,0.5,2025-05-13T11:42:07,0.096438,0,Normal,0.5,2025-05-13T11:42:07,0.2329188
93,0.041578,0,0.5,2025-05-13T11:42:07,0.856189,1,DDoS,0.5,2025-05-13T11:42:07,0.3674224
94,0.144266,0,0.5,2025-05-13T11:42:07,0.271948,0,Normal,0.5,2025-05-13T11:42:07,0.19533880000000003
95,0.893937,1,0.5,2025-05-13T11:42:07,0.580619,1,Malware,0.5,2025-05-13T11:42:07,0.7686098
96,0.199409,0,0.5,2025-05-13T11:42:07,0.858588,1,Malware,0.5,2025-05-13T11:42:07,0.46308060000000006
97,0.096348,0,0.5,2025-05-13T11:42:07,0.506395,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.2603668
98,0.344863,0,0.5,2025-05-13T11:42:07,0.155087,0,Normal,0.5,2025-05-13T11:42:07,0.2689526
99,0.675241,1,0.5,2025-05-13T11:42:07,0.141797,0,Normal,0.5,2025-05-13T11:42:07,0.4618634
100,0.575421,1,0.5,2025-05-13T11:42:07,0.234961,0,Normal,0.5,2025-05-13T11:42:07,0.439237
101,0.681217,1,0.5,2025-05-13T11:42:07,0.909998,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7727294
102,0.214492,0,0.5,2025-05-13T11:42:07,0.257485,0,Normal,0.5,2025-05-13T11:42:07,0.23168919999999998
103,0.739416,1,0.5,2025-05-13T11:42:07,0.108838,0,Normal,0.5,2025-05-13T11:42:07,0.4871848
104,0.635934,1,0.5,2025-05-13T11:42:07,0.695384,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.6597139999999999
105,0.857829,1,0.5,2025-05-13T11:42:07,0.049993,0,Normal,0.5,2025-05-13T11:42:07,0.5346946
106,0.057433,0,0.5,2025-05-13T11:42:07,0.87621,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.3849438
107,0.491054,0,0.5,2025-05-13T11:42:07,0.131837,0,Normal,0.5,2025-05-13T11:42:07,0.3473672
108,0.188661,0,0.5,2025-05-13T11:42:07,0.87607,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.4636246
109,0.5856,1,0.5,2025-05-13T11:42:07,0.114097,0,Normal,0.5,2025-05-13T11:42:07,0.3969988
110,0.756049,1,0.5,2025-05-13T11:42:07,0.856493,1,Malware,0.5,2025-05-13T11:42:07,0.7962266
111,0.026595,0,0.5,2025-05-13T11:42:07,0.101268,0,Normal,0.5,2025-05-13T11:42:07,0.0564642
112,0.184011,0,0.5,2025-05-13T11:42:07,0.923133,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.4796598
113,0.552744,1,0.5,2025-05-13T11:42:07,0.76991,1,Malware,0.5,2025-05-13T11:42:07,0.6396104
114,0.047031,0,0.5,2025-05-13T11:42:07,0.062633,0,Normal,0.5,2025-05-13T11:42:07,0.053271799999999994
115,0.817467,1,0.5,2025-05-13T11:42:07,0.916479,1,Replay,0.5,2025-05-13T11:42:07,0.8570718
116,0.836681,1,0.5,2025-05-13T11:42:07,0.692173,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7788778000000001
117,0.758279,1,0.5,2025-05-13T11:42:07,0.78287,1,Malware,0.5,2025-05-13T11:42:07,0.7681154
118,0.105831,0,0.5,2025-05-13T11:42:07,0.006469,0,Normal,0.5,2025-05-13T11:42:07,0.06608619999999998
119,0.735708,1,0.5,2025-05-13T11:42:07,0.89078,1,Replay,0.5,2025-05-13T11:42:07,0.7977368
120,0.881607,1,0.5,2025-05-13T11:42:07,0.025412,0,Normal,0.5,2025-05-13T11:42:07,0.539129
121,0.737155,1,0.5,2025-05-13T11:42:07,0.804036,1,DDoS,0.5,2025-05-13T11:42:07,0.7639074
122,0.031097,0,0.5,2025-05-13T11:42:07,0.730183,1,Replay,0.5,2025-05-13T11:42:07,0.31073140000000005
123,0.239916,0,0.5,2025-05-13T11:42:07,0.927978,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.5151408
124,0.141225,0,0.5,2025-05-13T11:42:07,0.880343,1,Replay,0.5,2025-05-13T11:42:07,0.43687220000000004
125,0.785801,1,0.5,2025-05-13T11:42:07,0.214234,0,Normal,0.5,2025-05-13T11:42:07,0.5571742
126,0.1186,0,0.5,2025-05-13T11:42:07,0.154599,0,Normal,0.5,2025-05-13T11:42:07,0.1329996
127,0.233461,0,0.5,2025-05-13T11:42:07,0.914186,1,DDoS,0.5,2025-05-13T11:42:07,0.5057510000000001
128,0.212455,0,0.5,2025-05-13T11:42:07,0.905584,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.4897066
129,0.733299,1,0.5,2025-05-13T11:42:07,0.085297,0,Normal,0.5,2025-05-13T11:42:07,0.4740982
130,0.021436,0,0.5,2025-05-13T11:42:07,0.296445,0,Normal,0.5,2025-05-13T11:42:07,0.13143960000000002
131,0.784667,1,0.5,2025-05-13T11:42:07,0.099006,0,Normal,0.5,2025-05-13T11:42:07,0.5104026
132,0.809142,1,0.5,2025-05-13T11:42:07,0.078963,0,Normal,0.5,2025-05-13T11:42:07,0.5170704
133,0.1229,0,0.5,2025-05-13T11:42:07,0.792875,1,Malware,0.5,2025-05-13T11:42:07,0.39089000000000007
134,0.693707,1,0.5,2025-05-13T11:42:07,0.882407,1,Replay,0.5,2025-05-13T11:42:07,0.7691870000000001
135,0.034878,0,0.5,2025-05-13T11:42:07,0.820859,1,Replay,0.5,2025-05-13T11:42:07,0.34927040000000004
136,0.754274,1,0.5,2025-05-13T11:42:07,0.895741,1,Replay,0.5,2025-05-13T11:42:07,0.8108607999999999
137,0.552236,1,0.5,2025-05-13T11:42:07,0.037425,0,Normal,0.5,2025-05-13T11:42:07,0.34631159999999994
138,0.718154,1,0.5,2025-05-13T11:42:07,0.816492,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7574892
139,0.172891,0,0.5,2025-05-13T11:42:07,0.066363,0,Normal,0.5,2025-05-13T11:42:07,0.1302798
140,0.904167,1,0.5,2025-05-13T11:42:07,0.113983,0,Normal,0.5,2025-05-13T11:42:07,0.5880934
141,0.691032,1,0.5,2025-05-13T11:42:07,0.867935,1,Malware,0.5,2025-05-13T11:42:07,0.7617932000000001
142,0.584154,1,0.5,2025-05-13T11:42:07,0.82032,1,Malware,0.5,2025-05-13T11:42:07,0.6786204
143,0.783615,1,0.5,2025-05-13T11:42:07,0.898054,1,Malware,0.5,2025-05-13T11:42:07,0.8293906
144,0.929987,1,0.5,2025-05-13T11:42:07,0.898924,1,Malware,0.5,2025-05-13T11:42:07,0.9175617999999999
145,0.059231,0,0.5,2025-05-13T11:42:07,0.849111,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.375183
146,0.206,0,0.5,2025-05-13T11:42:07,0.354982,0,Normal,0.5,2025-05-13T11:42:07,0.26559279999999996
147,0.721813,1,0.5,2025-05-13T11:42:07,0.100752,0,Normal,0.5,2025-05-13T11:42:07,0.47338860000000005
148,0.148176,0,0.5,2025-05-13T11:42:07,0.262221,0,Normal,0.5,2025-05-13T11:42:07,0.193794
149,0.12676,0,0.5,2025-05-13T11:42:07,0.843047,1,DDoS,0.5,2025-05-13T11:42:07,0.41327480000000005
150,0.872108,1,0.5,2025-05-13T11:42:07,0.108269,0,Normal,0.5,2025-05-13T11:42:07,0.5665724
151,0.832044,1,0.5,2025-05-13T11:42:07,0.849286,1,DDoS,0.5,2025-05-13T11:42:07,0.8389408
152,0.117683,0,0.5,2025-05-13T11:42:07,0.854346,1,Malware,0.5,2025-05-13T11:42:07,0.41234820000000005
153,0.766158,1,0.5,2025-05-13T11:42:07,0.328025,0,Normal,0.5,2025-05-13T11:42:07,0.5909048
154,0.144011,0,0.5,2025-05-13T11:42:07,0.754829,1,Malware,0.5,2025-05-13T11:42:07,0.3883382
155,0.786042,1,0.5,2025-05-13T11:42:07,0.772127,1,Replay,0.5,2025-05-13T11:42:07,0.780476
156,0.080294,0,0.5,2025-05-13T11:42:07,0.846467,1,Replay,0.5,2025-05-13T11:42:07,0.38676320000000003
157,0.747519,1,0.5,2025-05-13T11:42:07,0.707856,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7316538
158,0.592833,1,0.5,2025-05-13T11:42:07,0.783063,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.668925
159,0.634035,1,0.5,2025-05-13T11:42:07,0.695211,1,Malware,0.5,2025-05-13T11:42:07,0.6585054
160,0.085703,0,0.5,2025-05-13T11:42:07,0.619783,1,Malware,0.5,2025-05-13T11:42:07,0.299335
161,0.891776,1,0.5,2025-05-13T11:42:07,0.093445,0,Normal,0.5,2025-05-13T11:42:07,0.5724436
162,0.424058,0,0.5,2025-05-13T11:42:07,0.04404,0,Normal,0.5,2025-05-13T11:42:07,0.2720508
163,0.198924,0,0.5,2025-05-13T11:42:07,0.863363,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.4646996
164,0.803608,1,0.5,2025-05-13T11:42:07,0.15073,0,Normal,0.5,2025-05-13T11:42:07,0.5424568
165,0.253881,0,0.5,2025-05-13T11:42:07,0.846151,1,Malware,0.5,2025-05-13T11:42:07,0.49078900000000003
166,0.617711,1,0.5,2025-05-13T11:42:07,0.795314,1,Replay,0.5,2025-05-13T11:42:07,0.6887521999999999
167,0.767482,1,0.5,2025-05-13T11:42:07,0.202377,0,Normal,0.5,2025-05-13T11:42:07,0.54144
168,0.014762,0,0.5,2025-05-13T11:42:07,0.744799,1,DDoS,0.5,2025-05-13T11:42:07,0.3067768
169,0.861312,1,0.5,2025-05-13T11:42:07,0.862525,1,DDoS,0.5,2025-05-13T11:42:07,0.8617972
170,0.137402,0,0.5,2025-05-13T11:42:07,0.269612,0,Normal,0.5,2025-05-13T11:42:07,0.190286
171,0.792357,1,0.5,2025-05-13T11:42:07,0.828583,1,DDoS,0.5,2025-05-13T11:42:07,0.8068473999999999
172,0.108756,0,0.5,2025-05-13T11:42:07,0.177328,0,Normal,0.5,2025-05-13T11:42:07,0.1361848
173,0.833843,1,0.5,2025-05-13T11:42:07,0.154199,0,Normal,0.5,2025-05-13T11:42:07,0.5619854
174,0.056594,0,0.5,2025-05-13T11:42:07,0.144168,0,Normal,0.5,2025-05-13T11:42:07,0.0916236
175,0.284894,0,0.5,2025-05-13T11:42:07,0.843077,1,Malware,0.5,2025-05-13T11:42:07,0.5081671999999999
176,0.064335,0,0.5,2025-05-13T11:42:07,0.242042,0,Normal,0.5,2025-05-13T11:42:07,0.1354178
177,0.640683,1,0.5,2025-05-13T11:42:07,0.219843,0,Normal,0.5,2025-05-13T11:42:07,0.47234699999999996
178,0.849578,1,0.5,2025-05-13T11:42:07,0.131197,0,Normal,0.5,2025-05-13T11:42:07,0.5622256000000001
179,0.727774,1,0.5,2025-05-13T11:42:07,0.174981,0,Normal,0.5,2025-05-13T11:42:07,0.5066568
180,0.759908,1,0.5,2025-05-13T11:42:07,0.293704,0,Normal,0.5,2025-05-13T11:42:07,0.5734264
181,0.825882,1,0.5,2025-05-13T11:42:07,0.561866,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7202756
182,0.829297,1,0.5,2025-05-13T11:42:07,0.763315,1,Malware,0.5,2025-05-13T11:42:07,0.8029042
183,0.310103,0,0.5,2025-05-13T11:42:07,0.799183,1,Malware,0.5,2025-05-13T11:42:07,0.505735
184,0.760684,1,0.5,2025-05-13T11:42:07,0.862219,1,Replay,0.5,2025-05-13T11:42:07,0.8012980000000001
185,0.757481,1,0.5,2025-05-13T11:42:07,0.109556,0,Normal,0.5,2025-05-13T11:42:07,0.49831099999999995
186,0.144375,0,0.5,2025-05-13T11:42:07,0.77422,1,Malware,0.5,2025-05-13T11:42:07,0.396313
187,0.104653,0,0.5,2025-05-13T11:42:07,0.080526,0,Normal,0.5,2025-05-13T11:42:07,0.0950022
188,0.856103,1,0.5,2025-05-13T11:42:07,0.209187,0,Normal,0.5,2025-05-13T11:42:07,0.5973366
189,0.182541,0,0.5,2025-05-13T11:42:07,0.936451,1,Replay,0.5,2025-05-13T11:42:07,0.484105
190,0.737694,1,0.5,2025-05-13T11:42:07,0.16898,0,Normal,0.5,2025-05-13T11:42:07,0.5102084
191,0.009028,0,0.5,2025-05-13T11:42:07,0.913712,1,Malware,0.5,2025-05-13T11:42:07,0.3709016
192,0.065158,0,0.5,2025-05-13T11:42:07,0.732421,1,Replay,0.5,2025-05-13T11:42:07,0.3320632
193,0.712815,1,0.5,2025-05-13T11:42:07,0.929642,1,Replay,0.5,2025-05-13T11:42:07,0.7995458
194,0.171866,0,0.5,2025-05-13T11:42:07,0.323005,0,Normal,0.5,2025-05-13T11:42:07,0.23232160000000002
195,0.107098,0,0.5,2025-05-13T11:42:07,0.653901,1,Malware,0.5,2025-05-13T11:42:07,0.3258192
196,0.800576,1,0.5,2025-05-13T11:42:07,0.038546,0,Normal,0.5,2025-05-13T11:42:07,0.4957639999999999
197,0.813057,1,0.5,2025-05-13T11:42:07,0.624128,1,DDoS,0.5,2025-05-13T11:42:07,0.7374854
198,0.218187,0,0.5,2025-05-13T11:42:07,0.870257,1,DDoS,0.5,2025-05-13T11:42:07,0.47901499999999997
199,0.032848,0,0.5,2025-05-13T11:42:07,0.870494,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.3679064
200,0.740571,1,0.5,2025-05-13T11:42:07,0.240629,0,Normal,0.5,2025-05-13T11:42:07,0.5405942
201,0.544658,1,0.5,2025-05-13T11:42:07,0.789953,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.642776
202,0.655164,1,0.5,2025-05-13T11:42:07,0.857025,1,DDoS,0.5,2025-05-13T11:42:07,0.7359084
203,0.246922,0,0.5,2025-05-13T11:42:07,0.853018,1,Replay,0.5,2025-05-13T11:42:07,0.48936040000000003
204,0.19841,0,0.5,2025-05-13T11:42:07,0.928464,1,Replay,0.5,2025-05-13T11:42:07,0.49043159999999997
205,0.120442,0,0.5,2025-05-13T11:42:07,0.17509,0,Normal,0.5,2025-05-13T11:42:07,0.1423012
206,0.006924,0,0.5,2025-05-13T11:42:07,0.935383,1,Malware,0.5,2025-05-13T11:42:07,0.3783076
207,0.660268,1,0.5,2025-05-13T11:42:07,0.125362,0,Normal,0.5,2025-05-13T11:42:07,0.44630559999999997
208,0.131808,0,0.5,2025-05-13T11:42:07,0.839144,1,DDoS,0.5,2025-05-13T11:42:07,0.4147424
209,0.77895,1,0.5,2025-05-13T11:42:07,0.819116,1,Replay,0.5,2025-05-13T11:42:07,0.7950164
210,0.708686,1,0.5,2025-05-13T11:42:07,0.837202,1,Replay,0.5,2025-05-13T11:42:07,0.7600924
211,0.85193,1,0.5,2025-05-13T11:42:07,0.084593,0,Normal,0.5,2025-05-13T11:42:07,0.5449952
212,0.030562,0,0.5,2025-05-13T11:42:07,0.735305,1,Malware,0.5,2025-05-13T11:42:07,0.3124592
213,0.750642,1,0.5,2025-05-13T11:42:07,0.356674,0,Normal,0.5,2025-05-13T11:42:07,0.5930548
214,0.800921,1,0.5,2025-05-13T11:42:07,0.044066,0,Normal,0.5,2025-05-13T11:42:07,0.498179
215,0.870842,1,0.5,2025-05-13T11:42:07,0.773424,1,Malware,0.5,2025-05-13T11:42:07,0.8318748
216,0.383349,0,0.5,2025-05-13T11:42:07,0.189528,0,Normal,0.5,2025-05-13T11:42:07,0.3058206
217,0.191672,0,0.5,2025-05-13T11:42:07,0.193365,0,Normal,0.5,2025-05-13T11:42:07,0.1923492
218,0.877509,1,0.5,2025-05-13T11:42:07,0.768524,1,Replay,0.5,2025-05-13T11:42:07,0.833915
219,0.245648,0,0.5,2025-05-13T11:42:07,0.179695,0,Normal,0.5,2025-05-13T11:42:07,0.21926679999999998
220,0.197057,0,0.5,2025-05-13T11:42:07,0.65808,1,Malware,0.5,2025-05-13T11:42:07,0.38146620000000003
221,0.790674,1,0.5,2025-05-13T11:42:07,0.07365,0,Normal,0.5,2025-05-13T11:42:07,0.5038644
222,0.755984,1,0.5,2025-05-13T11:42:07,0.045346,0,Normal,0.5,2025-05-13T11:42:07,0.47172879999999995
223,0.753111,1,0.5,2025-05-13T11:42:07,0.210967,0,Normal,0.5,2025-05-13T11:42:07,0.5362534
