window_id,ai_anomaly_score,ai_alert_flag,alert_threshold_x,pipeline_run_id_x,network_anomaly_score,ids_alert_flag,predicted_attack_type,alert_threshold_y,pipeline_run_id_y,fused_score,risk_score,severity_level
52,0.885488,1,0.5,2025-05-13T11:42:07,0.882037,1,Malware,0.5,2025-05-13T11:42:07,0.8841076,0.8841076,Critical
53,0.777198,1,0.5,2025-05-13T11:42:07,0.269214,0,Normal,0.5,2025-05-13T11:42:07,0.5740044000000001,0.5740044000000001,Medium
54,0.710847,1,0.5,2025-05-13T11:42:07,0.04318,0,Normal,0.5,2025-05-13T11:42:07,0.4437802,0.4437802,Medium
55,0.829904,1,0.5,2025-05-13T11:42:07,0.858689,1,Replay,0.5,2025-05-13T11:42:07,0.841418,0.841418,Critical
56,0.661125,1,0.5,2025-05-13T11:42:07,0.721779,1,DDoS,0.5,2025-05-13T11:42:07,0.6853866,0.6853866,Medium
57,0.829207,1,0.5,2025-05-13T11:42:07,0.276329,0,Normal,0.5,2025-05-13T11:42:07,0.6080558,0.6080558,Medium
58,0.083501,0,0.5,2025-05-13T11:42:07,0.81786,1,Malware,0.5,2025-05-13T11:42:07,0.3772446,0.3772446,Medium
59,0.234502,0,0.5,2025-05-13T11:42:07,0.852788,1,DDoS,0.5,2025-05-13T11:42:07,0.4818164,0.4818164,Medium
60,0.836096,1,0.5,2025-05-13T11:42:07,0.795802,1,Malware,0.5,2025-05-13T11:42:07,0.8199783999999999,0.8199783999999999,Critical
61,0.581288,1,0.5,2025-05-13T11:42:07,0.163941,0,Normal,0.5,2025-05-13T11:42:07,0.4143492,0.4143492,Medium
62,0.859104,1,0.5,2025-05-13T11:42:07,0.072017,0,Normal,0.5,2025-05-13T11:42:07,0.5442692,0.5442692,Medium
63,0.728613,1,0.5,2025-05-13T11:42:07,0.061066,0,Normal,0.5,2025-05-13T11:42:07,0.4615941999999999,0.4615941999999999,Medium
64,0.932402,1,0.5,2025-05-13T11:42:07,0.768713,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.8669264,0.8669264,Critical
65,0.55741,1,0.5,2025-05-13T11:42:07,0.089031,0,Normal,0.5,2025-05-13T11:42:07,0.3700583999999999,0.3700583999999999,Medium
66,0.783866,1,0.5,2025-05-13T11:42:07,0.231798,0,Normal,0.5,2025-05-13T11:42:07,0.5630388,0.5630388,Medium
67,0.204265,0,0.5,2025-05-13T11:42:07,0.311204,0,Normal,0.5,2025-05-13T11:42:07,0.2470406,0.2470406,Low
68,0.338788,0,0.5,2025-05-13T11:42:07,0.938393,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.57863,0.57863,Medium
69,0.324233,0,0.5,2025-05-13T11:42:07,0.098953,0,Normal,0.5,2025-05-13T11:42:07,0.234121,0.234121,Low
70,0.014944,0,0.5,2025-05-13T11:42:07,0.52645,1,DDoS,0.5,2025-05-13T11:42:07,0.2195463999999999,0.2195463999999999,Low
71,0.015345,0,0.5,2025-05-13T11:42:07,0.058221,0,Normal,0.5,2025-05-13T11:42:07,0.0324954,0.0324954,Low
72,0.832463,1,0.5,2025-05-13T11:42:07,0.802504,1,DDoS,0.5,2025-05-13T11:42:07,0.8204794,0.8204794,Critical
73,0.320644,0,0.5,2025-05-13T11:42:07,0.870611,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.5406308,0.5406308,Medium
74,0.096375,0,0.5,2025-05-13T11:42:07,0.81333,1,DDoS,0.5,2025-05-13T11:42:07,0.383157,0.383157,Medium
75,0.041053,0,0.5,2025-05-13T11:42:07,0.763688,1,Replay,0.5,2025-05-13T11:42:07,0.330107,0.330107,Medium
76,0.068398,0,0.5,2025-05-13T11:42:07,0.062032,0,Normal,0.5,2025-05-13T11:42:07,0.0658516,0.0658516,Low
77,0.798181,1,0.5,2025-05-13T11:42:07,0.788512,1,Malware,0.5,2025-05-13T11:42:07,0.7943134000000001,0.7943134000000001,Critical
78,0.580777,1,0.5,2025-05-13T11:42:07,0.880515,1,Replay,0.5,2025-05-13T11:42:07,0.7006722000000001,0.7006722000000001,Critical
79,0.671644,1,0.5,2025-05-13T11:42:07,0.027918,0,Normal,0.5,2025-05-13T11:42:07,0.4141536,0.4141536,Medium
80,0.713679,1,0.5,2025-05-13T11:42:07,0.155613,0,Normal,0.5,2025-05-13T11:42:07,0.4904525999999999,0.4904525999999999,Medium
81,0.235075,0,0.5,2025-05-13T11:42:07,0.097592,0,Normal,0.5,2025-05-13T11:42:07,0.1800818,0.1800818,Low
82,0.718732,1,0.5,2025-05-13T11:42:07,0.096166,0,Normal,0.5,2025-05-13T11:42:07,0.4697056,0.4697056,Medium
83,0.164344,0,0.5,2025-05-13T11:42:07,0.698941,1,Replay,0.5,2025-05-13T11:42:07,0.3781828,0.3781828,Medium
84,0.625244,1,0.5,2025-05-13T11:42:07,0.051969,0,Normal,0.5,2025-05-13T11:42:07,0.395934,0.395934,Medium
85,0.111749,0,0.5,2025-05-13T11:42:07,0.719686,1,Malware,0.5,2025-05-13T11:42:07,0.3549238,0.3549238,Medium
86,0.696805,1,0.5,2025-05-13T11:42:07,0.931384,1,DDoS,0.5,2025-05-13T11:42:07,0.7906366,0.7906366,Critical
87,0.798617,1,0.5,2025-05-13T11:42:07,0.69705,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7579902000000001,0.7579902000000001,Critical
88,0.388447,0,0.5,2025-05-13T11:42:07,0.196395,0,Normal,0.5,2025-05-13T11:42:07,0.3116261999999999,0.3116261999999999,Medium
89,0.938795,1,0.5,2025-05-13T11:42:07,0.813567,1,Malware,0.5,2025-05-13T11:42:07,0.8887038,0.8887038,Critical
90,0.068031,0,0.5,2025-05-13T11:42:07,0.863439,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.3861942,0.3861942,Medium
91,0.923656,1,0.5,2025-05-13T11:42:07,0.138426,0,Normal,0.5,2025-05-13T11:42:07,0.609564,0.609564,Medium
92,0.323906,0,0.5,2025-05-13T11:42:07,0.096438,0,Normal,0.5,2025-05-13T11:42:07,0.2329188,0.2329188,Low
93,0.041578,0,0.5,2025-05-13T11:42:07,0.856189,1,DDoS,0.5,2025-05-13T11:42:07,0.3674224,0.3674224,Medium
94,0.144266,0,0.5,2025-05-13T11:42:07,0.271948,0,Normal,0.5,2025-05-13T11:42:07,0.1953388,0.1953388,Low
95,0.893937,1,0.5,2025-05-13T11:42:07,0.580619,1,Malware,0.5,2025-05-13T11:42:07,0.7686098,0.7686098,Critical
96,0.199409,0,0.5,2025-05-13T11:42:07,0.858588,1,Malware,0.5,2025-05-13T11:42:07,0.4630806,0.4630806,Medium
97,0.096348,0,0.5,2025-05-13T11:42:07,0.506395,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.2603668,0.2603668,Low
98,0.344863,0,0.5,2025-05-13T11:42:07,0.155087,0,Normal,0.5,2025-05-13T11:42:07,0.2689526,0.2689526,Low
99,0.675241,1,0.5,2025-05-13T11:42:07,0.141797,0,Normal,0.5,2025-05-13T11:42:07,0.4618634,0.4618634,Medium
100,0.575421,1,0.5,2025-05-13T11:42:07,0.234961,0,Normal,0.5,2025-05-13T11:42:07,0.439237,0.439237,Medium
101,0.681217,1,0.5,2025-05-13T11:42:07,0.909998,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7727294,0.7727294,Critical
102,0.214492,0,0.5,2025-05-13T11:42:07,0.257485,0,Normal,0.5,2025-05-13T11:42:07,0.2316891999999999,0.2316891999999999,Low
103,0.739416,1,0.5,2025-05-13T11:42:07,0.108838,0,Normal,0.5,2025-05-13T11:42:07,0.4871848,0.4871848,Medium
104,0.635934,1,0.5,2025-05-13T11:42:07,0.695384,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.6597139999999999,0.6597139999999999,Medium
105,0.857829,1,0.5,2025-05-13T11:42:07,0.049993,0,Normal,0.5,2025-05-13T11:42:07,0.5346946,0.5346946,Medium
106,0.057433,0,0.5,2025-05-13T11:42:07,0.87621,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.3849438,0.3849438,Medium
107,0.491054,0,0.5,2025-05-13T11:42:07,0.131837,0,Normal,0.5,2025-05-13T11:42:07,0.3473672,0.3473672,Medium
108,0.188661,0,0.5,2025-05-13T11:42:07,0.87607,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.4636246,0.4636246,Medium
109,0.5856,1,0.5,2025-05-13T11:42:07,0.114097,0,Normal,0.5,2025-05-13T11:42:07,0.3969988,0.3969988,Medium
110,0.756049,1,0.5,2025-05-13T11:42:07,0.856493,1,Malware,0.5,2025-05-13T11:42:07,0.7962266,0.7962266,Critical
111,0.026595,0,0.5,2025-05-13T11:42:07,0.101268,0,Normal,0.5,2025-05-13T11:42:07,0.0564642,0.0564642,Low
112,0.184011,0,0.5,2025-05-13T11:42:07,0.923133,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.4796598,0.4796598,Medium
113,0.552744,1,0.5,2025-05-13T11:42:07,0.76991,1,Malware,0.5,2025-05-13T11:42:07,0.6396104,0.6396104,Medium
114,0.047031,0,0.5,2025-05-13T11:42:07,0.062633,0,Normal,0.5,2025-05-13T11:42:07,0.0532717999999999,0.0532717999999999,Low
115,0.817467,1,0.5,2025-05-13T11:42:07,0.916479,1,Replay,0.5,2025-05-13T11:42:07,0.8570718,0.8570718,Critical
116,0.836681,1,0.5,2025-05-13T11:42:07,0.692173,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7788778000000001,0.7788778000000001,Critical
117,0.758279,1,0.5,2025-05-13T11:42:07,0.78287,1,Malware,0.5,2025-05-13T11:42:07,0.7681154,0.7681154,Critical
118,0.105831,0,0.5,2025-05-13T11:42:07,0.006469,0,Normal,0.5,2025-05-13T11:42:07,0.0660861999999999,0.0660861999999999,Low
119,0.735708,1,0.5,2025-05-13T11:42:07,0.89078,1,Replay,0.5,2025-05-13T11:42:07,0.7977368,0.7977368,Critical
120,0.881607,1,0.5,2025-05-13T11:42:07,0.025412,0,Normal,0.5,2025-05-13T11:42:07,0.539129,0.539129,Medium
121,0.737155,1,0.5,2025-05-13T11:42:07,0.804036,1,DDoS,0.5,2025-05-13T11:42:07,0.7639074,0.7639074,Critical
122,0.031097,0,0.5,2025-05-13T11:42:07,0.730183,1,Replay,0.5,2025-05-13T11:42:07,0.3107314,0.3107314,Medium
123,0.239916,0,0.5,2025-05-13T11:42:07,0.927978,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.5151408,0.5151408,Medium
124,0.141225,0,0.5,2025-05-13T11:42:07,0.880343,1,Replay,0.5,2025-05-13T11:42:07,0.4368722,0.4368722,Medium
125,0.785801,1,0.5,2025-05-13T11:42:07,0.214234,0,Normal,0.5,2025-05-13T11:42:07,0.5571742,0.5571742,Medium
126,0.1186,0,0.5,2025-05-13T11:42:07,0.154599,0,Normal,0.5,2025-05-13T11:42:07,0.1329996,0.1329996,Low
127,0.233461,0,0.5,2025-05-13T11:42:07,0.914186,1,DDoS,0.5,2025-05-13T11:42:07,0.5057510000000001,0.5057510000000001,Medium
128,0.212455,0,0.5,2025-05-13T11:42:07,0.905584,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.4897066,0.4897066,Medium
129,0.733299,1,0.5,2025-05-13T11:42:07,0.085297,0,Normal,0.5,2025-05-13T11:42:07,0.4740982,0.4740982,Medium
130,0.021436,0,0.5,2025-05-13T11:42:07,0.296445,0,Normal,0.5,2025-05-13T11:42:07,0.1314396,0.1314396,Low
131,0.784667,1,0.5,2025-05-13T11:42:07,0.099006,0,Normal,0.5,2025-05-13T11:42:07,0.5104026,0.5104026,Medium
132,0.809142,1,0.5,2025-05-13T11:42:07,0.078963,0,Normal,0.5,2025-05-13T11:42:07,0.5170704,0.5170704,Medium
133,0.1229,0,0.5,2025-05-13T11:42:07,0.792875,1,Malware,0.5,2025-05-13T11:42:07,0.39089,0.39089,Medium
134,0.693707,1,0.5,2025-05-13T11:42:07,0.882407,1,Replay,0.5,2025-05-13T11:42:07,0.7691870000000001,0.7691870000000001,Critical
135,0.034878,0,0.5,2025-05-13T11:42:07,0.820859,1,Replay,0.5,2025-05-13T11:42:07,0.3492704,0.3492704,Medium
136,0.754274,1,0.5,2025-05-13T11:42:07,0.895741,1,Replay,0.5,2025-05-13T11:42:07,0.8108607999999999,0.8108607999999999,Critical
137,0.552236,1,0.5,2025-05-13T11:42:07,0.037425,0,Normal,0.5,2025-05-13T11:42:07,0.3463115999999999,0.3463115999999999,Medium
138,0.718154,1,0.5,2025-05-13T11:42:07,0.816492,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7574892,0.7574892,Critical
139,0.172891,0,0.5,2025-05-13T11:42:07,0.066363,0,Normal,0.5,2025-05-13T11:42:07,0.1302798,0.1302798,Low
140,0.904167,1,0.5,2025-05-13T11:42:07,0.113983,0,Normal,0.5,2025-05-13T11:42:07,0.5880934,0.5880934,Medium
141,0.691032,1,0.5,2025-05-13T11:42:07,0.867935,1,Malware,0.5,2025-05-13T11:42:07,0.7617932000000001,0.7617932000000001,Critical
142,0.584154,1,0.5,2025-05-13T11:42:07,0.82032,1,Malware,0.5,2025-05-13T11:42:07,0.6786204,0.6786204,Medium
143,0.783615,1,0.5,2025-05-13T11:42:07,0.898054,1,Malware,0.5,2025-05-13T11:42:07,0.8293906,0.8293906,Critical
144,0.929987,1,0.5,2025-05-13T11:42:07,0.898924,1,Malware,0.5,2025-05-13T11:42:07,0.9175618,0.9175618,Critical
145,0.059231,0,0.5,2025-05-13T11:42:07,0.849111,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.375183,0.375183,Medium
146,0.206,0,0.5,2025-05-13T11:42:07,0.354982,0,Normal,0.5,2025-05-13T11:42:07,0.2655927999999999,0.2655927999999999,Low
147,0.721813,1,0.5,2025-05-13T11:42:07,0.100752,0,Normal,0.5,2025-05-13T11:42:07,0.4733886,0.4733886,Medium
148,0.148176,0,0.5,2025-05-13T11:42:07,0.262221,0,Normal,0.5,2025-05-13T11:42:07,0.193794,0.193794,Low
149,0.12676,0,0.5,2025-05-13T11:42:07,0.843047,1,DDoS,0.5,2025-05-13T11:42:07,0.4132748,0.4132748,Medium
150,0.872108,1,0.5,2025-05-13T11:42:07,0.108269,0,Normal,0.5,2025-05-13T11:42:07,0.5665724,0.5665724,Medium
151,0.832044,1,0.5,2025-05-13T11:42:07,0.849286,1,DDoS,0.5,2025-05-13T11:42:07,0.8389408,0.8389408,Critical
152,0.117683,0,0.5,2025-05-13T11:42:07,0.854346,1,Malware,0.5,2025-05-13T11:42:07,0.4123482,0.4123482,Medium
153,0.766158,1,0.5,2025-05-13T11:42:07,0.328025,0,Normal,0.5,2025-05-13T11:42:07,0.5909048,0.5909048,Medium
154,0.144011,0,0.5,2025-05-13T11:42:07,0.754829,1,Malware,0.5,2025-05-13T11:42:07,0.3883382,0.3883382,Medium
155,0.786042,1,0.5,2025-05-13T11:42:07,0.772127,1,Replay,0.5,2025-05-13T11:42:07,0.780476,0.780476,Critical
156,0.080294,0,0.5,2025-05-13T11:42:07,0.846467,1,Replay,0.5,2025-05-13T11:42:07,0.3867632,0.3867632,Medium
157,0.747519,1,0.5,2025-05-13T11:42:07,0.707856,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7316538,0.7316538,Critical
158,0.592833,1,0.5,2025-05-13T11:42:07,0.783063,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.668925,0.668925,Medium
159,0.634035,1,0.5,2025-05-13T11:42:07,0.695211,1,Malware,0.5,2025-05-13T11:42:07,0.6585054,0.6585054,Medium
160,0.085703,0,0.5,2025-05-13T11:42:07,0.619783,1,Malware,0.5,2025-05-13T11:42:07,0.299335,0.299335,Low
161,0.891776,1,0.5,2025-05-13T11:42:07,0.093445,0,Normal,0.5,2025-05-13T11:42:07,0.5724436,0.5724436,Medium
162,0.424058,0,0.5,2025-05-13T11:42:07,0.04404,0,Normal,0.5,2025-05-13T11:42:07,0.2720508,0.2720508,Low
163,0.198924,0,0.5,2025-05-13T11:42:07,0.863363,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.4646996,0.4646996,Medium
164,0.803608,1,0.5,2025-05-13T11:42:07,0.15073,0,Normal,0.5,2025-05-13T11:42:07,0.5424568,0.5424568,Medium
165,0.253881,0,0.5,2025-05-13T11:42:07,0.846151,1,Malware,0.5,2025-05-13T11:42:07,0.490789,0.490789,Medium
166,0.617711,1,0.5,2025-05-13T11:42:07,0.795314,1,Replay,0.5,2025-05-13T11:42:07,0.6887521999999999,0.6887521999999999,Medium
167,0.767482,1,0.5,2025-05-13T11:42:07,0.202377,0,Normal,0.5,2025-05-13T11:42:07,0.54144,0.54144,Medium
168,0.014762,0,0.5,2025-05-13T11:42:07,0.744799,1,DDoS,0.5,2025-05-13T11:42:07,0.3067768,0.3067768,Medium
169,0.861312,1,0.5,2025-05-13T11:42:07,0.862525,1,DDoS,0.5,2025-05-13T11:42:07,0.8617972,0.8617972,Critical
170,0.137402,0,0.5,2025-05-13T11:42:07,0.269612,0,Normal,0.5,2025-05-13T11:42:07,0.190286,0.190286,Low
171,0.792357,1,0.5,2025-05-13T11:42:07,0.828583,1,DDoS,0.5,2025-05-13T11:42:07,0.8068473999999999,0.8068473999999999,Critical
172,0.108756,0,0.5,2025-05-13T11:42:07,0.177328,0,Normal,0.5,2025-05-13T11:42:07,0.1361848,0.1361848,Low
173,0.833843,1,0.5,2025-05-13T11:42:07,0.154199,0,Normal,0.5,2025-05-13T11:42:07,0.5619854,0.5619854,Medium
174,0.056594,0,0.5,2025-05-13T11:42:07,0.144168,0,Normal,0.5,2025-05-13T11:42:07,0.0916236,0.0916236,Low
175,0.284894,0,0.5,2025-05-13T11:42:07,0.843077,1,Malware,0.5,2025-05-13T11:42:07,0.5081671999999999,0.5081671999999999,Medium
176,0.064335,0,0.5,2025-05-13T11:42:07,0.242042,0,Normal,0.5,2025-05-13T11:42:07,0.1354178,0.1354178,Low
177,0.640683,1,0.5,2025-05-13T11:42:07,0.219843,0,Normal,0.5,2025-05-13T11:42:07,0.4723469999999999,0.4723469999999999,Medium
178,0.849578,1,0.5,2025-05-13T11:42:07,0.131197,0,Normal,0.5,2025-05-13T11:42:07,0.5622256000000001,0.5622256000000001,Medium
179,0.727774,1,0.5,2025-05-13T11:42:07,0.174981,0,Normal,0.5,2025-05-13T11:42:07,0.5066568,0.5066568,Medium
180,0.759908,1,0.5,2025-05-13T11:42:07,0.293704,0,Normal,0.5,2025-05-13T11:42:07,0.5734264,0.5734264,Medium
181,0.825882,1,0.5,2025-05-13T11:42:07,0.561866,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7202756,0.7202756,Critical
182,0.829297,1,0.5,2025-05-13T11:42:07,0.763315,1,Malware,0.5,2025-05-13T11:42:07,0.8029042,0.8029042,Critical
183,0.310103,0,0.5,2025-05-13T11:42:07,0.799183,1,Malware,0.5,2025-05-13T11:42:07,0.505735,0.505735,Medium
184,0.760684,1,0.5,2025-05-13T11:42:07,0.862219,1,Replay,0.5,2025-05-13T11:42:07,0.8012980000000001,0.8012980000000001,Critical
185,0.757481,1,0.5,2025-05-13T11:42:07,0.109556,0,Normal,0.5,2025-05-13T11:42:07,0.4983109999999999,0.4983109999999999,Medium
186,0.144375,0,0.5,2025-05-13T11:42:07,0.77422,1,Malware,0.5,2025-05-13T11:42:07,0.396313,0.396313,Medium
187,0.104653,0,0.5,2025-05-13T11:42:07,0.080526,0,Normal,0.5,2025-05-13T11:42:07,0.0950022,0.0950022,Low
188,0.856103,1,0.5,2025-05-13T11:42:07,0.209187,0,Normal,0.5,2025-05-13T11:42:07,0.5973366,0.5973366,Medium
189,0.182541,0,0.5,2025-05-13T11:42:07,0.936451,1,Replay,0.5,2025-05-13T11:42:07,0.484105,0.484105,Medium
190,0.737694,1,0.5,2025-05-13T11:42:07,0.16898,0,Normal,0.5,2025-05-13T11:42:07,0.5102084,0.5102084,Medium
191,0.009028,0,0.5,2025-05-13T11:42:07,0.913712,1,Malware,0.5,2025-05-13T11:42:07,0.3709016,0.3709016,Medium
